alumno_id,matricula,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,curp,sexo,grado,semestre,grupo,especialidad_id,especialidad,turno,situacion_escolar_id,situacion_escolar,promedio_general,reputacion,usuario_correo,telefono_contacto,nacionalidad_id,nacionalidad,pais_origen,municipio,estado,domicilio,codigo_postal,fecha_ingreso,beca,estatus_pago_cooperacion,promedio_ingreso,asistencia_pct,riesgo_academico,grupo_id,tutor_id,jefe_grupo_id,curp_validada,acta_nacimiento,seguro_medico,tipo_sangre,contacto_emergencia,telefono_emergencia
ALU0711,134264C0711,MICHAEL JAMES,Shin,Seo,29 Jul 2007,SISS070729HGRHXMH0,,4,S4,C ,ia,Inteligencia rAtificial,vespertino, SE01,Reg.,7.0,baja,suminshin.4c@cbtis134.edu.mx,2194345929,n04,Corea,K0rea,CHILPANCINGO ,Guerrero,"Hidalgo #160, Col. Los Sauces",39623, 04.05.2023,beca?,PAGADO,6.7,90%,M3dio,g086, TUT004,jef004,SI,OK,Particular,0+,Vecino,182-498-5273
ALU0712,134263C0712,Miguel Ángel,Chávez,Gómez,2O07-07-28,N/A,m,3,III,C,CONT,null,Vespertino, ,Irreg.,8.7,Reservado,alanchavez.3c@hotmail.com,+52 86O 074 1950, N01,Mex.,Mexico,Chilpancingo,Puebla,"Av. Lázaro Cárdenas #8, Col. CNOP",39832,26.07.2026,Si,Pendiente,7.6,"84,0", ,G067,TUTO46,JEFO41,,pendiente,IMMS,desconocido,Hermano ,58 5392 9460
ALU0713,134266B0713,daniel emiliano,Cano,Acosta,28/112/007,CAAN071128HGRNCXH9,M,6,VI, B,OFI,,Vespertino ,SE03,Condicionado,8.2,Regular,noacano@alumno.cbtis134.mx,+52 718 071 2724, N01, mx ,MEXICO,,CDMX,"Vicente Guerrero #845, Col. PRD",39304,08/04/2025,Si,PAGADO,7.4,57.6,,G124,tut056,JEF027 ,s/d,OCR,IMSS,0+,Vec1no,12 9653 4288
ALU0714,134263B0714, Min Seo ,Suárez,Ramos,05-01-2006,SURM060105MGRRMRV6,F,3°,III, B,CONT,CONTABILIDAD,Vespertino,SE01,R3gular,81%,Bajaa,martinasuarez7@hotmail.com,+52 612 388 7886,NO6,España,,T1apa,Guerrero,"Av. Lázaro Cárdenas #243, Col. Los Sauces",39280, 16 Aug 2026,s/i,parcial,"9,8",s/d,,G060,N/A,JEF022,NO,OCR,ISSSTE,O-,NULL,+52 870 945 1320
ALU0715,134265A0715,Wang Hao,Morales,Ramos,09/23/2007,MORB070923MGRRMRZ9,M,5°,5 semestre,a,IA,Inteligencia Artificial,vespertino, SE01,Reg.,"9,0",Media,briandamorales_134@alumno.cbtis134.mx,(938) 481 6612, N01,Mex1co,Mexioc,,Guerrero,"Vicente Guerrero #315, Col. Universal",39362, 01/11/23,No,NA,9.7,"53,0",alto , g093,tut030,JEFO22,NO,OCR, IMSS ,desconocido,Hermano,(149) 780 9882
ALU0716,134264C0716,Ana Sofía,Sánchez,Mora,2005/05/03,,M,4°,4 semestre,C,OFI,Ofimatica,Vespertino, SE07,Egresado parcial,8.1,Conflictivo,alexsanchez_134 @alumno.cbtis134.mx,453-458-4616, N01,México, mx ,,Oaxaca,"5 de Mayo #550, Col. Figueroa Mata",39817,06/28/2024,NO,parcial,"8,8",79.4,, G089, TUT026,JEFO29,1,Nol ocalizada,ISSSTE,O-,Hermano,(423) 987 8293
ALU0717,134265B0717,Jae Hyun,Castañeda,Padilla,12/25/2011, ,F,5°,V, B,ARH,Administracion de Recursos Humanos,vespertino,SE04,Baja temp.,7.20,Destacado,abrilcastaneda_134@cbtis134.edu.mx,43 2916 1285,N01,Méxcio,Méxcio,Acapulco,Oaxaca,"Benito Juárez #543, Col. 20 de Noviembre",39O12,18/01/23,NULL,parcial,7.4,s/d,Bajo, G101,tut046,JEFOO1,NO,No localizada,Ninguno,O+, Tutor,296-561-7933
ALU0718,134261A0718,Lucía Elena,Rivera,Reyes,O2/09/2009,RIRK090902MGRVYRW3,f,1°,1 semestre,A,LAB,Laboratorista Químico ,Matutino,SE04,baja temporal,8.2,EXCELENTE,karlarivera_134 @cbtisI34.edu.mx,+52 554 284 6993,NO1, mx ,Mexico,,Morelos,"Av. Insurgentes #407, Col. Centro",,01.07.2023,No,NA,8.1,"49,0",, G007,TUT012,JEF004,SI,OCR,IMSS,desconocido,Hermano,+52 839 682 9093
ALU0719,134264B0719,Diego Alejandro,Romero,,21/10/07,ROGL071021HGRMRSL9, H,4°,4,B ,ia ,Inteligencia Artificial,Vespertino,se01,REGULAR,6.4,Excelente,luisromero@alumno.cbtis134.mx,(734) O00 1164,NO1,Mex1co,Mex1co,Chilpancingo,Guerrero,"5 de Mayo #889, Col. Emiliano Zapata",,16/11/2O26,,Pendiente,8.6,54%,BAJO, G079,NA, JEF039,SI,OCR,ISSSTE,O+,Madre,+52 463 989 0196
ALU0720,134264A0720,Jae Hyun,Rivera,,2007-06-11,RIAE070611MGRVCSX6,F,4,4 semestre, A,CONT,Contabilidad,Vespertino,N/A,Irregular,"9,3",Reservado,esmeraldarivera_134@outlook.com, 8829694457, N01,Mexico,Mexico,Tlapa,Morelos,"Av. Lázaro Cárdenas #587, Col. Los Sauces",39016,02/10/26 ,Beca Benito Juárez,pendlente,9.4,s/d,Alto, G074,tut014,jef017,NO,Entregada,N/A,O-,Hermano,58 1452 2973
ALU0810-1, ,Li Wei,Ortega,Mora,2009-03-07,OEMM090307MGRRRNS7,f,1°,1,a, PROG,Programacion,Vespertino,se02,Irregular,8.30, Destacdo,monicaortega_134@alumno.cbtis134.mx,24 4306 4857,N01, mx ,México,,Morelos,"Hidalgo #74, Col. Centro",39O12,29-Jan-24 ,Sí,PAGADO,SIN CAPTURA,,BAJO,G001,TUT015,JEF003,Pendiente,pendiente,IMSS,O-,Tía,+52 637 493 8536
ALU0722,134263A0722,Chen Yu,González,Salinas,2007-01-13,GOSK070113MGRNLRO5,f,3°,3 semestre,A ,lab,LABORATORISTA QUÍMICO,Matutino,se03,condicionado ,7.4,Media,karengonzalez_134@hotmail.com,+52 823 054 6423,NO1,Mexico,Méxcio,Tixtla,Puebla,"Calle Juárez #606, Col. Universal",39409,12.11.2025,s/i,Pagado,6.6,s/d,alto ,g056, TUT038,JEF011,SI,Entregada,N/A,O-,Tía,(692) 245 2942
ALU0723 ,134266A0723,Li Wei,,Zhao,15-10-2011,LIZY111015MGRXHXN9,F,6,S6, A,prog,PROGRAMACIÓN,Vespertino, SE01,R3gular,8.7,Destacado,yueliu62@cbtis134.edu.mx,84 7668 9559,NO2,china ,Rep.P. China,,Morelos,"Miguel Alemán #856, Col. PRD",39417,27/04/2024,Si,Pendiente,93%,s/d,alto , G113,TUTO43,jef035,NO,OK,Ninguno,B+,Hermano,23 8435 4817
ALU0724,134262B0724,Emily Rose,Romero,,28-Apr-06,ROMR060428HGRMRCQ4,M,2°,2°,B,CONS,Construccion,matutino,se03,condicionado ,89%,Destacado,ricardoromero@gmail.com,536-415-5859,NO1,Mexico,Mex1co,,Guerrero,"16 de Septiembre #638, Col. CNOP",39O12,02/06/23,s/i,parcial,7.0,67%,BAJO,g041, TUT021,JEF027,1,OK,IMMS,desconocido,Padre,92 3539 9152
ALU0725,134263B0725,Carlos Eduardo,Canto,Padilla,null,CAPL100103HGRNDSB9,s/d,3,S3,B,ÁRH,ADMINISTRACIÓN DE RECUR5OS HUMANOS,Vespertino,SE01,NA,7.3,Destacado,luiscanto_134@alumno.cbtis134.mx,+52 142 829 7920, N01, mx , mx ,,Oaxaca,"Calle Juárez #428, Col. Centro",39990,2024/05/02,NA,Pendiente,6.5," 51,0",alto , G059, TUT046, JEF017,1, ,Ninguno,A+,Vecino,32 0197 8908
ALU0726,134263A0726,Lucía Elena,Morales,Luna,12.08.2005,MOLM050812HGRRNTY3,H,3,III,A,OFI,Ofimática,Vsepert1no, SE01,REGULÁR ,"9,?",Excelente,mateomorales_134@hotmail.com,+52 363 980 8325, N01,Mexico,MEXICO,Chilpancingo, Morelos ,"Calle Juárez #678, Col. Centro",39464,06-10-2026,Sí,Pagado,8.4,s/d,M3dio,g054,TUT0O4,JEFO35,null, OCR,IMMS,desconocido,Padre,02 7510 5497
ALU0727,134261D0727,Sofía Alejandra,Johnson,Brown,12-Aug-07,JOBE070812MGRHRMI5,F,1,S1,D ,OFI,Ofimática,vespertino, SE01, Reg. ,9.4,buena,emilyjohnson-est@hotmail.com,(291) 681 4351,N05,EE.UU.,N/A,Taxco,Puebla,"Hidalgo #530, Col. Centro",39673,18-07-2026,s/i,NA,8.0,,Medio, G026, TUT019, JEF011,s/i,OCR,N/A,A-,Padre, (662) 812 3273
ALU0728,134265A0728,Carlos Eduardo,Guo,Ma,16.08.2007,GUMQ070816MGRXXNO6,f,5,S5,A ,CONS,CONSTRUCCIÓN,Matutino,SE04,baja temporal,"7,7",Destacdo,qianguo.5a@alumno.cbtis134.mx,216-981-8852,N02,Rep. Popular China,Ch1na,Iguala,Puebla,"5 de Mayo #850, Col. Emiliano Zapata",39O12,10-Jul-26,s/i,parcial,6.7,,Medio, G097,tut044,JEFO38,1,No localizada,ISSSTE,desconocido,s/d,+52 130 243 0347
ALU0729,134263A0729,José Paola,Sánchez,Pérez,2/006/05,SAPJ050620HGRNRSY2,NA,3,3 ,a,OFI,OFIMÁTICA,Vespertino,se01,REGULAR,9.6,s/d,josesanchez67@alumno.cbtis134.mx,(576) 154 6263,NO1,Méxcio, mx ,,CDMX, ,NULL,2025/0/103,beca?,Pendiente,63% ,,M3dio, G054, TUT004,JEFO35,0,OK,IMMS,s/d,Madre,(030) 976 6970
ALU0730 ,134261D0730,Alex Lupita,navarro,Gutiérrez,05.05.2007,NAGA070505HGRVTLM8,M,null,1 semesrte,d,ARH,Administración de Recursos Humanos,vespertino, SE05, ,81%,Aceptable,alexnavarro.1d@cbtisI34.edu.mx,54 1256 6513,,MEXICO,Méxcio,Quechultenango,Puebla,"Vicente Guerrero #384, Col. San Rafael Norte",39467,06-05-2024,s/i,Pendiente,9.1,,NULL,g024 ,TUT027, JEF036,NO,Entregada,N/A,B+,Padre,449-007-9179
ALU0731,134263B0731,José Manuel, Cho,Yoon,2006/12/03,COYS061203MGRHNJG1,F,3°,S3, B,lab,LABORATORISTA QUÍMICO,matutino,SE02,Irreg.,6.5,Buena,seojuncho_134@alumno.cbtis134.mx,null,NO4,COREA ,Corea,,Puebla,"5 de Mayo #825, Col. San Rafael Norte",,14-Jul-26,Beca Benito Juárez,Pagado,"8,9",86.7,alto ,g063,TUT047,JEF032,s/i,OK,Ninguno,O+,Tía,+52 823 328 9016
ALU0732,134261C0732,juan carlos,Castro,Beltrán,07 Sep 2006,CÁBE060907MGRSLMA1,F,I,null,C,cons,CONSTRUCCIÓN,matutino,se02,IRREGULAR,10.0,excelente ,emicastro85@cbtisI34.edu.mx,91 7004 3530, N01,Mex., mx ,Iguala,Puebla,"Niños Héroes #290, Col. PRD",39O12,18-Aug-26,s/i,parcial,7.7,s/d,bájo, G020,s/d,JEFO38,SI,pendiente,IMSS,O+,Padre,(362) 246 9411
ALU0733,134264C0733, Min Seo ,Cruz,Beltrán,18.1O.2006,CUBA061018MGRRLRA8,f,4,4°,NULL,LAB,Laboratorista Químico,Matutino,se01,Reg.,9.2,Aceptable,aricruz@gmail.com,049-191-0888,n01,Mex1co,Mex1co, coyuca,More1os,"Vicente Guerrero #868, Col. Centro",,25.11.2026,s/i,NA,"8,4",,, G091,tut010,NULL,N/A,pendiente,Particular,B-,Tía,50 4649 2881
ALU0734,134261A0734,Alexa Daniela,Rivera,Padilla,21/06/2008,RIPA080621MGRVDLS5,M,1°,S1,A,PROG,Programacion,vespert1no,se01,R3gular,8.9, ,alexarivera3@hotmail.com,507-950-5641,NO1,Mex1co, mx ,Iguaal,Morelos,"Miguel Alemán #710, Col. CNOP",39008,N/A,s/i,pendlente,7.7,s/d, M3dio,G001,tut001, JEF038,SI,Entregada,Particular ,O-,,548-977-8159
ALU0735,134262B0735,sofía alejandra,Guerrero,Bustamante,2007/10/12,GUBL071012HGRRSSU5,m,2°,S2,B ,arh,administración de recursos humanos,Vespertino,SE01,R3gular,7.9, Aceptable ,luisguerrero.2b@hotmail.com,(992) 967 3591, N01,Mexíco, mx ,,Puebla,"Benito Juárez #774, Col. PRD",39O12,15-05-2023,s/i,parcial,9.40,,Alto,g038, TUT019,JEF007,0,No localizada,IMMS,O- ,Tutor,42 8203 6099
ALU0736,134264A0736,Miguel Ángel,López,Márquez,17/04/05, ,f,4°,4,A,ia,Inteligencia Artificial,vespertino, SE01, regular,"7,6",NULL,monserratlopez.4a@gmail.com,(728) 292 38O2,NO1,Mexíco,Mexico,Chilpancingo,Oaxaca, ,39720,2026-03-11,Sí,PAGADO,79%, ,,g072,tut004,JEF019,,OK,IMSS,A-,,+52 519 820 2919
ALU0737,134264C0737,Lucía Elena,Feng,Lin,06/06/2005,FELL050606HGRNNNX5,H,4,4,c,ARH,Administración de Recursos Humanos,Vespertino,se01,R3gular,"7,4",Bueena,lanfeng-est@gmail.com,6459689078, N02,Rep.P. China,Rep.P. China,,CDMX,"16 de Septiembre #162, Col. 20 de Noviembre",,2025-05-24,,parcial,8.6,N/A,Medio,G087,tut024, JEF017,SI,OCR,IMMS,AB+,Padre,562-422-1479
ALU0738,134263C0738,li wei,Gómez,Carrillo,2O05/03/27 ,GOCD050327MGRMRNU8,f,3,3,c,CONS,Construccion,matutino,SE01 , regular,6.9,Bueena,dianagomez-est@cbtis134.edu.mx,91 0873 9109,n01,México,Mexíco,Taxco,Morelos,"Niños Héroes #270, Col. Centro",39841,2024-02-14,beca benito juárez,PAGADO,81%,"89,0",,G069,TUTOO4,JEFOO4,0,Entregada,ISSSTE,O+,Padre,(358) 979 3084
ALU0739,134265C0739,luis ángel,Cano,Márquez,06.05.2008,CAME080506MGRNRSM5,F, 5,,C,LAB,Laboratorista Químico,Matutino,NULL,reinscrito,SIN CAPTURA,Excelente,esmeraldacano-est@hotmail.com,87 9492 4659,n01,Mexico,Mexico,NULL,CDMX,"Benito Juárez #611, Col. 20 de Noviembre",NA,01/02/24,No,pendlente,7.80,"71,0",BAJO,G112,TUTO28,jef036,0,No localizada,IMMS,desconocido,Vecino,66 1135 6463
ALU0740,134263C0740,Lucía Elena,Ortega,Beltrán,03/06/2009,OEBA090306MGRRLLP5,F,3,3,C,CONT,Contabilidad,Vespertino, se04,Baja Temporl,"7,8",Excelente,alexaortega37@cbtisI34.edu.mx,987-715-0223,N01,México,N/A,,Morelos,"Niños Héroes #836, Col. CNOP",39O12,04/26/2025,,PAGADO,7.4,,Medio, G067,TUTO46,jef041,5I, 0k,ISSSTE,AB+,Madre,6441085335
ALU0868-1,134261B0868A,wang hao,Martínez,Muñoz,17-Apr-08,MAMS080417MGRRNRN1,F,1,S1,B , CONT,,vespertino,SE02,Irregular,"8,8",Bajaa,saramartinez40@outlook.com,(320) 306 5255,N01,Mexíco, mx ,Acapulco, CDMX,"Hidalgo #332, Col. PRD",39462,16.11.2026,Si, Pagado,6.8,73.0,, G011,tut020,JEFO16,1,Entregada,N/A,A-,Vecino,23 5151 4664
ALU0742,134264C0742,Ximena Nicole,Feng,Lin,20 Jun 2007,FELL070620HGRNNND5,M,4°,4, C,IA,Inteligencia Artificial,Vespert1no,SE03,Conidclonado,7.0,Medla,lanfeng19@cbtisI34.eud.mx, ,N02,China,China,,Edo. Mex.,"Calle Juárez #710, Col. Los Sauces",39O12,04-01-2024,NO,parcial,79%,s/d,Bajo,g086,TUT004,JEF004,SI,OCR,ISSSTE,B+,Tía,+52 845 483 6390
ALU0734,134263C0743,Seo Jun,Vega,Reyes,04-06-2006,VERN060604MGRGYXO4,M,3°,3 semestre,c,prog,Programacion,null,se01,Regular,SIN CAPTURA,Desatcado,noavega @gmail.com,(457) 379 6395,NO1,Mex1co,Mexico,Quechultenango,Edo. Mex.,"Vicente Guerrero #599, Col. CNOP",,null,Sí,pendlente,"7,3",91.3,Alto,G064,TUTO43,jef040,1,OCR,N/A,O-,Tutor,(6O8) 855 5605
ALUO744,134263B0744,Jorge Alberto,Lee,,13.05.2008,LECJ080513HGRXHSU8,H,3°,3, B,ARH,Administracion de Recursos Humanos,Vespetrino,  SE01,Reg.,ocho,buena,jisoolee-est@hotmail.com,+52 859 253 4770,N03,Corea del Sur,Korea South,Coyuca,EDO. MEX.,,39O12,2023/11/18,Beca Benito Juárez,pendlente,7.8,s/d,Medio,g059,tut046,JEF008,SI,OCR,IMSS,A-,Vecino,49 3120 8867
ALU0745,134262C0745,Lucía Elena,Mendoza,Noriega,2010/02/07,MENM100207HGRNRNR7,M,2°,2°, C,lab,Laboratorista Químico,matutino,se01,Reg., 9.5,Aceptable,manuelmendoza_134@outlook.com,296-424-3O25,NO1,México,Mexico,,Oaxaca,"Hidalgo #151, Col. CNOP",,28-Nov-26,Sí,pendlente,8.9,77.8,Bajo, G049,tut009,null,s/i,No localizada,IMMS,B-,, (751) 004 4666
ALU0746,134266C0746,Daniel Emiliano,Ramírez,Márquez,14/02/10,RAMM100214MGRMRNQ3,f,6°,S6,C,ARH,Administracion de Recursos Humanos,Vsepertino, SE10,Regular,null,Media,monserratramirez_134@cbtisI34.edu.mx,21 8150 5889, N01,Mexico, mx ,Taxco,Morelos,"Calle Juárez #447, Col. Figueroa Mata",39893,27/05/25,Sí,Pendiente,"7,2",,Medio,G129,tut023, JEF036,s/i,pendiente,Particular,O ?,NA,64 5308 0706
ALU0747,134262C0747,Miguel Ángel,Morales,Campos,06/05/07,MOCA070506HGRRMLX5,M,2°,2,C,PROG,Programacion,Vespertino,SE05, Baja def.,6.8,Buena,alexmorales.2c@hotmail.com,+52 382 051 3007,N01,Mex1co,Méxcio,Taxco,CDMX ,"Calle Juárez #595, Col. PRD",39102,29-Apr-23,No ,Pendiente,9.4,s/d,Medio,g043, TUT047,JEF0O1,0,Entregada,IMS5,O ?,Vecino,0838388001
ALU0748,134264A0748,Hye Jin,Suárez,Ramos,15/06/2009,SURM090615HGRRMRW8,M,4°,4°, A,lab,Laboratorista Quimico,matutino, SE01, regular,>=9,EXCELENTE,martinasuarez@alumno.cbtis134.mx,58 1812 0627,n06,Espana,Espana,s/d,Morelos,"16 de Septiembre #741, Col. Lomas del Poniente",39333,22.11.2024, ,parcial,"8,4",80.2,alto , GO77,TUTO25,jeof17,,OK,IMMS,AB+,Padre,6531195059
ALU0749,134263A0749,Wang Hao,Vega,Galindo,01-01-2007,VEGI070101HGRGLVC8,M,3°,III,a,ARH,Administración de Recursos Humanos,Vespertino, SE01,R3gular,9.6,Aceptable,ivanvega@gmail.com,4803366792,N01,Mexíco,Mex1co,Chilpancingo,Oaxaca,"Miguel Aelmán #919, Col. Universal",,29/04/2025,No,NA,73%,s/d,,g052,tut051, JEF007,NO,OK,ISSSTE,O+,NA,8490118660
ALU0750,134261B0750,Diego Alejandro,Moon,Kwon,13.12.2011,MOKY111213HGRNWNN0,m,1°,S1,B ,IÁ,Inteligencia Artificial,Vespertino, SE01,Regular,7.2,Medla,yunamoon55@gmail.com,(472) 967 2373,N04,Koera,Korea,,  Puebla ,"Hidalgo #224, Col. Universal",,05/07/24,NO,NA,6.7,53.5,Medio,G009,TUT046, JEFO1O,0,pendiente,IMMS,B-,Tía,998-354-5352
ALU0751,134264A0751,LI WEI,Vega,Nava,20/08/2007,VENM070820HGRGVRH8,m,4°,4 semestre,A, ARH,Administración de Recursos Humanos,vespertino,SE01,Regular,8.4,Excelnte,marcovega69@hotmail.com,48 1484 6991, N01, mx ,MEXICO,,Morelos,N/A,39O12,01/17/2025,beca?,NA,8.6,50%,Bajo, g073 ,tut035,JEFO19,,OCR,ISSSTE,desconocido,Hermano,5572198731
ALU0752,NA,Fernanda Abril,Jung,Kang,19 Mar 2O05,JUKH050319MGRNNYK8,M,4°,4°,C,prog,Programación,Vespertino, SE01,Reg.,"6,4",Media,N/A,68 1480 1261, n04,Corea,K0rea,Zumpango,NA,"5 de Mayo #613, Col. Universal",39205,19 May 2026,beca?,pendlente,9.6,s/d,alto ,G085, TUT047,JEFO19,Pendiente,OK,N/A,O-,Padre,(642) 273 1477
ALU0753,134261D0753,Fernanda Abril,Canto,Márquez,03/14/2009,CAML090314MGRNRPP5,M,1,1°, d ,LAB,Laboratorista Químico,NA, SE05,BAJA DEFINITIVA,9.8,Regular,lupitacanto@hotmail.com,+52 323 884 1139, N01,Mex.,Mexíco,Iguala,CDMX,"16 de Septiembre #738, Col. Figueroa Mata",39857,04/30/2023,beca?,pendlente,7.9,"52,0",alto ,G028,tut028, JEF004,s/i,No localizada,Particular,A-,Hermano,(803) 832 9784
ALU0754,134266c0754,Lucíá Elena,Morales,Muñoz,31.10.2010,MOMC101031HGRRNRN3,m ,6°,S6, C,LAB,Laboratorista Químico,Matutino,se01,REGULAR,6.4,Media,carlosmorales21 @gmail.com,(367) 853 0197,N01,MEX1CO, México,ZUMPANGO ,Oaxcaa,"Miguel Alemán #8, Col. Los Sauces",39592, 22.11.2023,NO,parcial,8.2,,M3dio,G133,TUT035,NA,,pendiente,Particular,desconocido,Madre,(863) 820 5694
ALU0755,134265B0755,sofía alejandra,Kim,Park,03.11.2011,KIPM111103MGRMRNS0,F,5,V,B,ofi,Ofimatica,Vespertino,SE03,Condiclonado,8.1,Aceptable,minseokim-est@gmail.com,7729810860, N04,corea,K0rea,,Guerrero,"Calle Juárez #428, Col. San Rafael Norte",,22.06.2026,No,NA,63%,45.4,8ajo,G103,TUT053,JEF028,0,OK,IMMS,B+,Tía,(761) 395 5620
ALU0756 ,134264C0756,Seo Jun,Yang,Sun,05 Apr 2005,YASH050405HGRNNXS1,M,4,4 semestre, C,PROG,PROGRAMACIÓN,vespertino, SE06,Reinscrito,8.5,buena,haoyang_134@alumno.cbtis134.mx,(057) 353 1906,N02,china ,Rep.P. China,Acapulco,Edo. Mex.,"5 de Mayo #812, Col. Figueroa Mata",39711,23-04-2023,beca?,parcial,93%, 48%,M3dio, G085,TUTO47,JEFO19,Pendiente,Entregada,imms,O ?,Vecino,657-773-2500
ALU0757,134265A0757,carlos eduardo,Zhang,Li,11/05/06,ZALW060511HGRHXXF4,m,5°,5,A ,LA8,Laboratorista Químico,matutino,se05,Baja definitlva,7.3,Media,weizhang @cbtisI34.edu.mx,(362) 183 6744, N02,China,Ch1na,Coyuca,Guerrero," Vicente Guerrero #679, Col. Emiliano Zapata",,22-Dec-24,s/i,PAGADO,7.0,73.3,alto ,G098, TUT023, JEF033,s/i,OCR,Particular,0+,Hermano,808-392-3582
ALU0758,134265A0758,Jae Hyun,Hernández,Muñoz,s/d,HEMM090426MGRRNNY0,F,5°,null,a,ia,Inteligencia Artificial,Vespertino,SE01,REGULAR,8.5,Destacado,monicahernandez-est@cbtisI34.edu.mx,+52 723 297 4336,N01,MEIXCO,México,,Puelba,"Hidalgo #9, Col. Centro",39774,10/03/2025,beca?,Pendiente,"8,8","60,0",M3dio,g093, TUT030,jef022,,OCR,Ninguno,O-,Hermano,391-775-5273
ALU0759,134261D0759,Min Seo,Liu,Zhao,2005/02/18,LIZY050218HGRXHXJ0,H,1°,S1,d,OFI,Ofimatica,Vespertino,, regular,8.30,NA,yueliu_134@gmail.com,75 6266 5179,N02,china ,CHINA,Chilpancingo,Edo. Méx.,"ninos heroes #127, col. figueroa mata",39347,24.01.2023,No,PAGADO,"9,2","60,0",BAJO,G026,TUTO19,JEFO11,NO,pendiente,IMMS ,B-,Madre,+52 527 758 2732
ALU0760,134262A0760,Wang Hao,Salgado,Carrillo,2009/08/09,SACN090809MGRLRTC9,f,2,2°,A ,ofi,Ofimática,vespertino,SE05,Baja definitiva,7.00,buena,nataliasalgado52@outlook.com,4522737326,N01 ,Mexico,Méxcio, acapulco,Edo. Mex.,"Niños Héroes #460, Col. San Rafael Norte",39811,12-Jun-24,Beca Benito Juárez,pendlente,9.9,75%,Bajo,G033,TUT002, JEF002,NO,OK,Ninguno,AB+ ,Padre,+52 231 377 2096
NULL,134261C0761,María Fernanda,Cruz,Mora,19/1O/2007,CUMN071019MGRRRXR5,F,1,1 semestre,c,OFI,Ofimática,Vespertino,SE01, R3gular,9.8,NULL,noacruz83 @cbtis134.edu.mx,(362) 263 3510,NO1,null,México,,Edo. Mex.,"Calle Juárez #48, Col. 20 de Noviembre",39O12,O2/19/2026,No,NA,>=9,s/d,Medio, G019,TUT045, JEF007,,No localizada,Particular,O+,madre,6265491733
ALU0762,134261B0762,MICHAEL JAMES,Cruz,Márquez,05-Nov-06,CUMA061105HGRRRLS7,M,1,1°,b,CONS,Construccion,Matutino,SE04,Baja Temporl,75%,destacado,alancruz43@cbtisI34.edu.mx,8423669363, NO1,Mex.,Mex.,Tlapa,Edo. Méx.,"Av. Insurgentes #229, Col. Los Sauces",,O7/10/26,Sí,parcial,8.9,s/d ,Medio,G013,TUTOO3,JEF010,,OK,ISSSTE,A-,,8O 7193 2842
ALU0763,134262B0763,Juan Carlos,Morales,Salinas,10/28/2005,MOSD051028HGRRLVC2,m,2°,2 semestre,B,ARH,Administración de Recursos Humanos,Vespertino, SE20,Irreg.,SIN CAPTURA,bueena,davidmorales_134@gmail.com,06 4701 6337,N01,México,Mexíco,Coyuca,Edo. Mex.,"Hidalgo #971, Col. Figueroa Mata",39919,04 Jul 2024,NULL,Pagado, 8.7,,BAJO,g038,TUT019,jef032,Pendiente,OCR,Particular,0+,Vecino,+52 032 224 8112
ALU0764,134266C0764,María Fernanda,Hernández,Gómez,03/03/2008,HEGL080303HGRRMSZ8,M,6, 6°,C,PROG,Programación,vespertino, SE01,R3gular,6.5,Reservado,luishernandez-est@cbtis134.edu.mx,(601) 762 8014,NO1,Méxcio,Méx1co,Tlapa,Edo. Méx.,"Av. Lázaro Cárdenas #823, Col. PRD", 39O12 ,02 Aug 2023,NO,Pagado,8.1,s/d,,g127,tut033,jef017,0,pendiente,Ninguno,A-,Padre,+52 890 532 1797
ALU0765,134264A0765,Hye Jin,Salgado,Santos,19-08-2009,SASD090819MGRLNNR7,f,4°,4,a,OFI,Ofimatica ,Vespertino,se03,Condiclonado,6.4,media,danielasalgado53@alumno.cbtis134.mx,24 4133 0731,N01,México,Mex1co,,Morelos,"Vicente Guerrero #388, Col. 20 de Noviembre", 39561,2026/04/03,Si,pendlente,9.5,s/d,Medio, G075,TUT027, JEF017,SI,pendiente,Ninguno,0+,Madre,+52 921 460 2981
ALU0766,134262A0766,Renata Ivanna,Pérez,Gil,12/02/2011,PEGI111202HGRRLRP9,M,2°,2 semestre,A,OFI,Ofimática,vespertino,se01,Reg.," 8,0 ",Regular,ireneperez.2a @a1umno.cbtis134.mx,+52 178 790 6479,NO6,Espana,Espana,Tlapa,Guerrero,"Niños Héroes #306, Col. Lomas del Poniente",39407,30/05/24,Beca Benito Juárez,parcial,"9,?",s/d,BAJO, G033,tut009, JEF002,SI,OCR,Particular,O+,Hermano,74 2674 5563
NA,134261B0767,Jorge Alberto,Canto,Cervantes,12-11-2006,CACL061112MGRNRCP7,M,1° ,1,B ,CONT,Contabilidad,, SE02,Irreg.,80%,Destacado,luciacanto48 @outlook.com,18 1517 7928, N01, mx ,México,Zumpango,Puebla,"Niños Héroes #580, Col. San Rafael Norte", 39O12,22/04/23,beca?,PAGADO,99%,52.8,M3dio,g011, TUT020, JEF016,1,OK,IMSS,B-,Vecino,29 2663 1340
